Day,Time,sensor_type,sensor_state,device_type,device_state,activity
Tuesday,07:32,Motion15,ON,,,
Tuesday,07:32,Motion15,ON,,,
Tuesday,07:32,Motion15,ON,,,
Tuesday,07:32,Door03,ON,,,
Tuesday,07:32,Door03,ON,,,
Tuesday,07:32,Door03,ON,,,
Tuesday,07:33,Motion08,ON,,,Eating
Tuesday,07:33,Motion08,ON,,,Eating
Tuesday,07:33,Motion08,ON,,,Eating
Tuesday,07:33,Motion05,ON,,,Eating
Tuesday,07:33,Motion05,ON,,,Eating
Tuesday,07:34,Motion05,ON,,,
Tuesday,07:35,Motion05,ON,,,Eating
Tuesday,08:06,Motion05,ON,,,Eating
Tuesday,08:07,Motion05,ON,,,
Tuesday,08:08,Motion05,ON,,,Washing Dishes
Tuesday,08:09,Motion05,ON,,,
Tuesday,08:10,Motion05,ON,,,Washing Dishes
Tuesday,08:20,Motion05,ON,,,Washing Dishes
Tuesday,08:21,Motion05,ON,,,
Tuesday,08:21,Motion05,ON,,,
Tuesday,08:21,Motion08,ON,,,
Tuesday,08:21,Motion08,ON,,,
Tuesday,08:21,Motion08,ON,,,
Tuesday,08:21,Door03,ON,,,
Tuesday,08:21,Door03,ON,,,
Tuesday,08:21,Door03,ON,,,
Tuesday,08:21,Motion15,ON,,,
Tuesday,08:22,Motion15,ON,,,Washing Dishes
Tuesday,08:22,Motion15,ON,,,Washing Dishes
Tuesday,08:22,Motion15,ON,,,Washing Dishes
Tuesday,08:22,Motion16,ON,,,Washing Dishes
Tuesday,08:22,Motion16,ON,,,Washing Dishes
Tuesday,08:22,Motion16,ON,,,Washing Dishes
Tuesday,08:23,,,DishWasher,ON,Washing Dishes
Tuesday,08:37,Motion16,ON,,,
Tuesday,08:37,Motion16,ON,,,
Tuesday,08:37,Motion16,ON,,,
Tuesday,08:37,Motion15,ON,,,
Tuesday,08:37,Motion15,ON,,,
Tuesday,08:37,Motion15,ON,,,
Tuesday,08:37,Door03,ON,,,
Tuesday,08:37,Door03,ON,,,
Tuesday,08:37,Door03,ON,,,
Tuesday,08:37,Motion11,ON,,,
Tuesday,08:37,Motion11,ON,,,
Tuesday,08:37,Motion11,ON,,,
Tuesday,08:37,Motion12,ON,,,
Tuesday,08:37,Motion12,ON,,,
Tuesday,08:37,Motion12,ON,,,
Tuesday,08:37,Motion12,ON,,,
Tuesday,08:37,Motion13,ON,,,
Tuesday,08:37,Motion13,ON,,,
Tuesday,08:37,Door02,ON,,,
Tuesday,08:37,Motion13,ON,,,
Tuesday,08:37,Door02,ON,,,
Tuesday,08:37,Door02,ON,,,
Tuesday,08:37,Motion19,ON,,,
Tuesday,08:38,,,ToiletLight,ON,Toilet
Tuesday,08:39,Door02,ON,,,Toilet
Tuesday,08:39,Motion19,ON,,,Toilet
Tuesday,08:39,Door02,ON,,,Toilet
Tuesday,08:39,Motion19,ON,,,Toilet
Tuesday,08:40,,,ToiletBowl,ON,Toilet
Tuesday,08:49,,,ToiletBowl,OFF,Toilet
Tuesday,08:50,Motion19,ON,,,Toilet
Tuesday,08:50,Motion19,ON,,,Toilet
Tuesday,08:50,Motion19,ON,,,Toilet
Tuesday,08:51,,,WaterTap,ON,Toilet
Tuesday,08:52,,,WaterTap,OFF,Toilet
Tuesday,08:53,,,ToiletLight,OFF,Toilet
Tuesday,08:54,Motion19,ON,,,
Tuesday,08:54,Motion19,ON,,,
Tuesday,08:54,Motion19,ON,,,
Tuesday,08:54,Door02,ON,,,
Tuesday,08:54,Motion19,ON,,,
Tuesday,08:54,Door02,ON,,,
Tuesday,08:54,Door02,ON,,,
Tuesday,08:54,Motion13,ON,,,
Tuesday,08:54,Motion13,ON,,,
Tuesday,08:54,Motion13,ON,,,
Tuesday,08:54,Motion12,ON,,,
Tuesday,08:54,Motion12,ON,,,
Tuesday,08:54,Motion12,ON,,,
Tuesday,08:54,Motion12,ON,,,
Tuesday,08:54,Motion11,ON,,,
Tuesday,08:54,Motion11,ON,,,
Tuesday,08:54,Motion11,ON,,,
Tuesday,08:54,Door03,ON,,,
Tuesday,08:54,Door03,ON,,,
Tuesday,08:54,Door03,ON,,,
Tuesday,08:54,Motion15,ON,,,
Tuesday,08:55,Motion15,ON,,,Washing Dishes
Tuesday,08:55,Motion15,ON,,,Washing Dishes
Tuesday,08:55,Motion15,ON,,,Washing Dishes
Tuesday,08:55,Motion16,ON,,,Washing Dishes
Tuesday,08:55,Motion16,ON,,,Washing Dishes
Tuesday,08:55,Motion16,ON,,,Washing Dishes
Tuesday,08:59,,,DishWasher,OFF,Washing Dishes
Tuesday,09:11,Motion16,ON,,,
Tuesday,09:11,Motion16,ON,,,
Tuesday,09:11,Motion16,ON,,,
Tuesday,09:11,Motion15,ON,,,
Tuesday,09:11,Motion15,ON,,,
Tuesday,09:11,Motion15,ON,,,
Tuesday,09:11,Door03,ON,,,
Tuesday,09:11,Door03,ON,,,
Tuesday,09:11,Door03,ON,,,
Tuesday,09:11,Motion11,ON,,,
Tuesday,09:11,Motion11,ON,,,
Tuesday,09:11,Motion11,ON,,,
Tuesday,09:11,Motion11,ON,,,
Tuesday,09:11,Motion17,ON,,,
Tuesday,09:11,Motion17,ON,,,
Tuesday,09:11,Motion17,ON,,,
Tuesday,09:11,Motion18,ON,,,
Tuesday,09:11,Motion18,ON,,,
Tuesday,09:11,Motion18,ON,,,
Tuesday,09:11,Door04,ON,,,
Tuesday,09:11,Door04,ON,,,
Tuesday,09:11,Door04,ON,,,
Tuesday,09:11,Door04,ON,,,
Tuesday,09:12,,,StudyLight,ON,Reading
Tuesday,09:13,Door04,ON,,,Reading
Tuesday,09:13,Door04,ON,,,Reading
Tuesday,09:13,Motion21,ON,,,Reading
Tuesday,09:13,Motion21,ON,,,Reading
Tuesday,09:13,Motion21,ON,,,Reading
Tuesday,09:13,Motion20,ON,,,Reading
Tuesday,09:13,Motion20,ON,,,Reading
Tuesday,09:34,,,Phone,ON,Phone
Tuesday,09:35,Motion20,ON,,,
Tuesday,09:36,Motion20,ON,,,Phone
Tuesday,09:43,Motion20,ON,,,Phone
Tuesday,09:44,,,Phone,OFF,Phone
Tuesday,09:45,Motion20,ON,,,
Tuesday,09:46,Motion20,ON,,,Reading
Tuesday,10:27,Motion20,ON,,,Reading
Tuesday,10:28,,,StudyLight,OFF,Reading
Tuesday,10:29,Motion20,ON,,,
Tuesday,10:29,Motion21,ON,,,
Tuesday,10:29,Motion21,ON,,,
Tuesday,10:29,Motion21,ON,,,
Tuesday,10:29,Door04,ON,,,
Tuesday,10:29,Door04,ON,,,
Tuesday,10:29,Door04,ON,,,
Tuesday,10:29,Door04,ON,,,
Tuesday,10:29,Motion18,ON,,,
Tuesday,10:29,Motion18,ON,,,
Tuesday,10:29,Motion18,ON,,,
Tuesday,10:29,Motion17,ON,,,
Tuesday,10:29,Motion17,ON,,,
Tuesday,10:29,Motion17,ON,,,
Tuesday,10:29,Motion11,ON,,,
Tuesday,10:29,Motion11,ON,,,
Tuesday,10:29,Motion12,ON,,,
Tuesday,10:29,Motion12,ON,,,
Tuesday,10:29,Motion12,ON,,,
Tuesday,10:29,Motion13,ON,,,
Tuesday,10:30,Motion13,ON,,,Going Out
Tuesday,10:30,Motion13,ON,,,Going Out
Tuesday,10:30,Motion13,ON,,,Going Out
Tuesday,10:30,Motion13,ON,,,Going Out
Tuesday,10:30,Motion14,ON,,,Going Out
Tuesday,10:30,Motion14,ON,,,Going Out
Tuesday,10:30,Motion14,ON,,,Going Out
Tuesday,10:30,Door05,ON,,,Going Out
Tuesday,10:31,,,Gate,ON,Going Out
Tuesday,10:32,,,Gate,OFF,Going Out
Tuesday,10:33,Door05,ON,,,
Tuesday,10:34,Door05,ON,,,Going Out
Tuesday,11:44,Door05,ON,,,Going Out
Tuesday,11:45,,,Gate,ON,Going Out
Tuesday,11:46,,,Gate,OFF,Going Out
Tuesday,11:47,Door05,ON,,,
Tuesday,11:47,Motion14,ON,,,
Tuesday,11:47,Motion14,ON,,,
Tuesday,11:47,Motion14,ON,,,
Tuesday,11:47,Motion13,ON,,,
Tuesday,11:47,Motion13,ON,,,
Tuesday,11:47,Motion13,ON,,,
Tuesday,11:47,Door02,ON,,,
Tuesday,11:47,Motion13,ON,,,
Tuesday,11:47,Door02,ON,,,
Tuesday,11:47,Door01,ON,,,
Tuesday,11:47,Door01,ON,,,
Tuesday,11:47,Door01,ON,,,
Tuesday,11:48,Door01,ON,,,Daytime Rest
Tuesday,11:48,Motion03,ON,,,Daytime Rest
Tuesday,11:48,Motion03,ON,,,Daytime Rest
Tuesday,11:48,Motion03,ON,,,Daytime Rest
Tuesday,11:48,Motion01,ON,,,Daytime Rest
Tuesday,11:48,Motion01,ON,,,Daytime Rest
Tuesday,11:48,Motion01,ON,,,Daytime Rest
Tuesday,11:48,Motion02,ON,,,Daytime Rest
Tuesday,11:48,Motion02,ON,,,Daytime Rest
Tuesday,11:58,Motion02,ON,,,
Tuesday,11:58,Motion02,ON,,,
Tuesday,11:58,Motion04,ON,,,
Tuesday,11:58,Motion04,ON,,,
Tuesday,11:58,Motion04,ON,,,
Tuesday,11:58,Motion04,ON,,,
Tuesday,11:58,Motion03,ON,,,
Tuesday,11:58,Motion03,ON,,,
Tuesday,11:58,Door01,ON,,,
Tuesday,11:58,Door01,ON,,,
Tuesday,11:58,Door01,ON,,,
Tuesday,11:58,Door02,ON,,,
Tuesday,11:58,Door02,ON,,,
Tuesday,11:58,Motion13,ON,,,
Tuesday,11:58,Door02,ON,,,
Tuesday,11:58,Door02,ON,,,
Tuesday,11:58,Motion19,ON,,,
Tuesday,11:59,,,ToiletLight,ON,Toilet
Tuesday,12:00,Door02,ON,,,Toilet
Tuesday,12:00,Motion19,ON,,,Toilet
Tuesday,12:00,Door02,ON,,,Toilet
Tuesday,12:00,Motion19,ON,,,Toilet
Tuesday,12:01,,,ToiletBowl,ON,Toilet
Tuesday,12:15,,,ToiletBowl,OFF,Toilet
Tuesday,12:16,Motion19,ON,,,Toilet
Tuesday,12:16,Motion19,ON,,,Toilet
Tuesday,12:16,Motion19,ON,,,Toilet
Tuesday,12:17,,,WaterTap,ON,Toilet
Tuesday,12:18,,,WaterTap,OFF,Toilet
Tuesday,12:19,,,ToiletLight,OFF,Toilet
Tuesday,12:20,Motion19,ON,,,
Tuesday,12:20,Motion19,ON,,,
Tuesday,12:20,Motion19,ON,,,
Tuesday,12:20,Door02,ON,,,
Tuesday,12:20,Motion19,ON,,,
Tuesday,12:20,Door02,ON,,,
Tuesday,12:20,Door02,ON,,,
Tuesday,12:20,Motion13,ON,,,
Tuesday,12:20,Door02,ON,,,
Tuesday,12:20,Door01,ON,,,
Tuesday,12:20,Door01,ON,,,
Tuesday,12:20,Door01,ON,,,
Tuesday,12:21,Door01,ON,,,Daytime Rest
Tuesday,12:21,Motion03,ON,,,Daytime Rest
Tuesday,12:21,Motion03,ON,,,Daytime Rest
Tuesday,12:21,Motion03,ON,,,Daytime Rest
Tuesday,12:21,Motion01,ON,,,Daytime Rest
Tuesday,12:21,Motion01,ON,,,Daytime Rest
Tuesday,12:21,Motion01,ON,,,Daytime Rest
Tuesday,12:21,Motion02,ON,,,Daytime Rest
Tuesday,12:21,Motion02,ON,,,Daytime Rest
Tuesday,13:13,Motion02,ON,,,Daytime Rest
Tuesday,13:14,Motion02,ON,,,
Tuesday,13:14,Motion02,ON,,,
Tuesday,13:14,Motion04,ON,,,
Tuesday,13:14,Motion04,ON,,,
Tuesday,13:14,Motion04,ON,,,
Tuesday,13:14,Motion04,ON,,,
Tuesday,13:14,Motion03,ON,,,
Tuesday,13:14,Motion03,ON,,,
Tuesday,13:14,Door01,ON,,,
Tuesday,13:14,Door01,ON,,,
Tuesday,13:14,Door01,ON,,,
Tuesday,13:14,Door02,ON,,,
Tuesday,13:14,Door02,ON,,,
Tuesday,13:14,Motion13,ON,,,
Tuesday,13:14,Motion13,ON,,,
Tuesday,13:14,Motion13,ON,,,
Tuesday,13:14,Motion12,ON,,,
Tuesday,13:14,Motion12,ON,,,
Tuesday,13:14,Motion12,ON,,,
Tuesday,13:14,Motion12,ON,,,
Tuesday,13:14,Motion11,ON,,,
Tuesday,13:14,Motion11,ON,,,
Tuesday,13:14,Motion11,ON,,,
Tuesday,13:14,Door03,ON,,,
Tuesday,13:14,Door03,ON,,,
Tuesday,13:14,Door03,ON,,,
Tuesday,13:14,Motion15,ON,,,
Tuesday,13:15,Motion15,ON,,,Cooking
Tuesday,13:15,Motion15,ON,,,Cooking
Tuesday,13:15,Motion15,ON,,,Cooking
Tuesday,13:15,Motion15,ON,,,Cooking
Tuesday,13:16,,,Fridge,ON,Cooking
Tuesday,13:17,,,Fridge,OFF,Cooking
Tuesday,13:18,Motion15,ON,,,
Tuesday,13:18,Motion15,ON,,,
Tuesday,13:19,Motion15,ON,,,Cooking
Tuesday,13:19,Motion15,ON,,,Cooking
Tuesday,13:25,Motion15,ON,,,Cooking
Tuesday,13:26,Motion15,ON,,,Cooking
Tuesday,13:26,Motion15,ON,,,Cooking
Tuesday,13:26,Motion16,ON,,,Cooking
Tuesday,13:26,Motion16,ON,,,Cooking
Tuesday,13:26,Motion16,ON,,,Cooking
Tuesday,13:27,,,Stove,ON,Cooking
Tuesday,13:28,Motion16,ON,,,
Tuesday,13:28,Motion16,ON,,,
Tuesday,13:28,Motion16,ON,,,
Tuesday,13:28,Motion15,ON,,,
Tuesday,13:28,Motion15,ON,,,
Tuesday,13:28,Motion15,ON,,,
Tuesday,13:28,Door03,ON,,,
Tuesday,13:28,Door03,ON,,,
Tuesday,13:28,Door03,ON,,,
Tuesday,13:28,Motion11,ON,,,
Tuesday,13:28,Motion11,ON,,,
Tuesday,13:28,Motion11,ON,,,
Tuesday,13:28,Motion11,ON,,,
Tuesday,13:28,Motion17,ON,,,
Tuesday,13:28,Motion17,ON,,,
Tuesday,13:28,Motion17,ON,,,
Tuesday,13:28,Motion18,ON,,,
Tuesday,13:28,Motion18,ON,,,
Tuesday,13:28,Motion18,ON,,,
Tuesday,13:28,Door04,ON,,,
Tuesday,13:28,Door04,ON,,,
Tuesday,13:28,Door04,ON,,,
Tuesday,13:28,Door04,ON,,,
Tuesday,13:29,,,StudyLight,ON,Reading
Tuesday,13:30,Door04,ON,,,Reading
Tuesday,13:30,Door04,ON,,,Reading
Tuesday,13:30,Motion21,ON,,,Reading
Tuesday,13:30,Motion21,ON,,,Reading
Tuesday,13:30,Motion21,ON,,,Reading
Tuesday,13:30,Motion20,ON,,,Reading
Tuesday,13:30,Motion20,ON,,,Reading
Tuesday,13:31,Motion20,ON,,,
Tuesday,13:32,Motion20,ON,,,Reading
Tuesday,14:03,Motion20,ON,,,Reading
Tuesday,14:04,,,StudyLight,OFF,Reading
Tuesday,14:05,Motion20,ON,,,
Tuesday,14:05,Motion21,ON,,,
Tuesday,14:05,Motion21,ON,,,
Tuesday,14:05,Motion21,ON,,,
Tuesday,14:05,Door04,ON,,,
Tuesday,14:05,Door04,ON,,,
Tuesday,14:05,Door04,ON,,,
Tuesday,14:05,Door04,ON,,,
Tuesday,14:05,Motion18,ON,,,
Tuesday,14:05,Motion18,ON,,,
Tuesday,14:05,Motion18,ON,,,
Tuesday,14:05,Motion17,ON,,,
Tuesday,14:05,Motion17,ON,,,
Tuesday,14:05,Motion17,ON,,,
Tuesday,14:05,Motion11,ON,,,
Tuesday,14:05,Motion11,ON,,,
Tuesday,14:05,Motion11,ON,,,
Tuesday,14:05,Motion11,ON,,,
Tuesday,14:05,Door03,ON,,,
Tuesday,14:05,Door03,ON,,,
Tuesday,14:05,Door03,ON,,,
Tuesday,14:05,Motion15,ON,,,
Tuesday,14:06,Motion15,ON,,,Cooking
Tuesday,14:06,Motion15,ON,,,Cooking
Tuesday,14:06,Motion15,ON,,,Cooking
Tuesday,14:06,Motion16,ON,,,Cooking
Tuesday,14:06,Motion16,ON,,,Cooking
Tuesday,14:06,Motion16,ON,,,Cooking
Tuesday,14:07,Motion16,ON,,,Cooking
Tuesday,14:08,,,Stove,OFF,Cooking
Tuesday,14:09,Motion16,ON,,,
Tuesday,14:09,Motion16,ON,,,
Tuesday,14:10,Motion16,ON,,,
Tuesday,14:10,Motion16,ON,,,
Tuesday,14:10,Motion15,ON,,,
Tuesday,14:10,Motion15,ON,,,
Tuesday,14:10,Motion15,ON,,,
Tuesday,14:10,Door03,ON,,,
Tuesday,14:10,Door03,ON,,,
Tuesday,14:10,Door03,ON,,,
Tuesday,14:11,Motion08,ON,,,Eating
Tuesday,14:11,Motion08,ON,,,Eating
Tuesday,14:11,Motion08,ON,,,Eating
Tuesday,14:11,Motion05,ON,,,Eating
Tuesday,14:11,Motion05,ON,,,Eating
Tuesday,14:12,Motion05,ON,,,
Tuesday,14:13,Motion05,ON,,,Eating
Tuesday,14:44,Motion05,ON,,,Eating
Tuesday,14:45,Motion05,ON,,,
Tuesday,14:46,Motion05,ON,,,Washing Dishes
Tuesday,14:47,Motion05,ON,,,
Tuesday,14:48,Motion05,ON,,,Washing Dishes
Tuesday,14:56,Motion05,ON,,,Washing Dishes
Tuesday,14:57,Motion05,ON,,,
Tuesday,14:57,Motion05,ON,,,
Tuesday,14:57,Motion08,ON,,,
Tuesday,14:57,Motion08,ON,,,
Tuesday,14:57,Motion08,ON,,,
Tuesday,14:57,Door03,ON,,,
Tuesday,14:57,Door03,ON,,,
Tuesday,14:57,Door03,ON,,,
Tuesday,14:57,Motion15,ON,,,
Tuesday,14:58,Motion15,ON,,,Washing Dishes
Tuesday,14:58,Motion15,ON,,,Washing Dishes
Tuesday,14:58,Motion15,ON,,,Washing Dishes
Tuesday,14:58,Motion16,ON,,,Washing Dishes
Tuesday,14:58,Motion16,ON,,,Washing Dishes
Tuesday,14:58,Motion16,ON,,,Washing Dishes
Tuesday,14:59,,,DishWasher,ON,Washing Dishes
Tuesday,15:07,Motion16,ON,,,
Tuesday,15:07,Motion16,ON,,,
Tuesday,15:07,Motion16,ON,,,
Tuesday,15:07,Motion15,ON,,,
Tuesday,15:07,Motion15,ON,,,
Tuesday,15:07,Motion15,ON,,,
Tuesday,15:07,Door03,ON,,,
Tuesday,15:07,Door03,ON,,,
Tuesday,15:07,Door03,ON,,,
Tuesday,15:07,Motion11,ON,,,
Tuesday,15:07,Motion11,ON,,,
Tuesday,15:07,Motion11,ON,,,
Tuesday,15:07,Motion12,ON,,,
Tuesday,15:07,Motion12,ON,,,
Tuesday,15:07,Motion12,ON,,,
Tuesday,15:07,Motion12,ON,,,
Tuesday,15:07,Motion13,ON,,,
Tuesday,15:07,Motion13,ON,,,
Tuesday,15:07,Door02,ON,,,
Tuesday,15:07,Motion13,ON,,,
Tuesday,15:07,Door02,ON,,,
Tuesday,15:07,Door02,ON,,,
Tuesday,15:07,Motion19,ON,,,
Tuesday,15:08,,,ToiletLight,ON,Toilet
Tuesday,15:09,Door02,ON,,,Toilet
Tuesday,15:09,Motion19,ON,,,Toilet
Tuesday,15:09,Door02,ON,,,Toilet
Tuesday,15:09,Motion19,ON,,,Toilet
Tuesday,15:10,,,ToiletBowl,ON,Toilet
Tuesday,15:17,,,ToiletBowl,OFF,Toilet
Tuesday,15:18,Motion19,ON,,,Toilet
Tuesday,15:18,Motion19,ON,,,Toilet
Tuesday,15:18,Motion19,ON,,,Toilet
Tuesday,15:19,,,WaterTap,ON,Toilet
Tuesday,15:20,,,WaterTap,OFF,Toilet
Tuesday,15:21,,,ToiletLight,OFF,Toilet
Tuesday,15:22,Motion19,ON,,,
Tuesday,15:22,Motion19,ON,,,
Tuesday,15:22,Motion19,ON,,,
Tuesday,15:22,Door02,ON,,,
Tuesday,15:22,Motion19,ON,,,
Tuesday,15:22,Door02,ON,,,
Tuesday,15:22,Door02,ON,,,
Tuesday,15:22,Motion13,ON,,,
Tuesday,15:22,Motion13,ON,,,
Tuesday,15:22,Motion13,ON,,,
Tuesday,15:22,Motion12,ON,,,
Tuesday,15:22,Motion12,ON,,,
Tuesday,15:22,Motion12,ON,,,
Tuesday,15:22,Motion12,ON,,,
Tuesday,15:22,Motion11,ON,,,
Tuesday,15:22,Motion11,ON,,,
Tuesday,15:22,Motion11,ON,,,
Tuesday,15:22,Door03,ON,,,
Tuesday,15:22,Door03,ON,,,
Tuesday,15:22,Door03,ON,,,
Tuesday,15:22,Motion15,ON,,,
Tuesday,15:23,Motion15,ON,,,Washing Dishes
Tuesday,15:23,Motion15,ON,,,Washing Dishes
Tuesday,15:23,Motion15,ON,,,Washing Dishes
Tuesday,15:23,Motion16,ON,,,Washing Dishes
Tuesday,15:23,Motion16,ON,,,Washing Dishes
Tuesday,15:23,Motion16,ON,,,Washing Dishes
Tuesday,15:33,,,DishWasher,OFF,Washing Dishes
Tuesday,15:46,Motion16,ON,,,
Tuesday,15:46,Motion16,ON,,,
Tuesday,15:46,Motion16,ON,,,
Tuesday,15:46,Motion15,ON,,,
Tuesday,15:46,Motion15,ON,,,
Tuesday,15:46,Motion15,ON,,,
Tuesday,15:46,Door03,ON,,,
Tuesday,15:46,Door03,ON,,,
Tuesday,15:46,Door03,ON,,,
Tuesday,15:46,Motion11,ON,,,
Tuesday,15:46,Motion11,ON,,,
Tuesday,15:46,Motion11,ON,,,
Tuesday,15:46,Motion12,ON,,,
Tuesday,15:46,Motion12,ON,,,
Tuesday,15:46,Motion12,ON,,,
Tuesday,15:46,Motion12,ON,,,
Tuesday,15:46,Motion13,ON,,,
Tuesday,15:46,Motion13,ON,,,
Tuesday,15:46,Door02,ON,,,
Tuesday,15:46,Motion13,ON,,,
Tuesday,15:46,Door02,ON,,,
Tuesday,15:46,Door01,ON,,,
Tuesday,15:46,Door01,ON,,,
Tuesday,15:46,Door01,ON,,,
Tuesday,15:47,Door01,ON,,,Daytime Rest
Tuesday,15:47,Motion03,ON,,,Daytime Rest
Tuesday,15:47,Motion03,ON,,,Daytime Rest
Tuesday,15:47,Motion03,ON,,,Daytime Rest
Tuesday,15:47,Motion01,ON,,,Daytime Rest
Tuesday,15:47,Motion01,ON,,,Daytime Rest
Tuesday,15:47,Motion01,ON,,,Daytime Rest
Tuesday,15:47,Motion02,ON,,,Daytime Rest
Tuesday,15:47,Motion02,ON,,,Daytime Rest
Tuesday,15:48,Motion02,ON,,,
Tuesday,15:49,Motion02,ON,,,Daytime Rest
Tuesday,16:34,Motion02,ON,,,Daytime Rest
Tuesday,16:35,Motion02,ON,,,
Tuesday,16:35,Motion02,ON,,,
Tuesday,16:35,Motion04,ON,,,
Tuesday,16:35,Motion04,ON,,,
Tuesday,16:35,Motion04,ON,,,
Tuesday,16:35,Motion04,ON,,,
Tuesday,16:35,Motion03,ON,,,
Tuesday,16:35,Motion03,ON,,,
Tuesday,16:35,Door01,ON,,,
Tuesday,16:35,Door01,ON,,,
Tuesday,16:35,Door01,ON,,,
Tuesday,16:35,Door02,ON,,,
Tuesday,16:35,Door02,ON,,,
Tuesday,16:35,Motion13,ON,,,
Tuesday,16:35,Motion13,ON,,,
Tuesday,16:35,Motion13,ON,,,
Tuesday,16:35,Motion12,ON,,,
Tuesday,16:35,Motion12,ON,,,
Tuesday,16:35,Motion12,ON,,,
Tuesday,16:35,Motion11,ON,,,
Tuesday,16:35,Motion11,ON,,,
Tuesday,16:35,Motion17,ON,,,
Tuesday,16:35,Motion17,ON,,,
Tuesday,16:35,Motion17,ON,,,
Tuesday,16:35,Motion18,ON,,,
Tuesday,16:35,Motion18,ON,,,
Tuesday,16:35,Motion18,ON,,,
Tuesday,16:35,Door04,ON,,,
Tuesday,16:35,Door04,ON,,,
Tuesday,16:35,Door04,ON,,,
Tuesday,16:35,Door04,ON,,,
Tuesday,16:36,,,StudyLight,ON,Reading
Tuesday,16:37,Door04,ON,,,Reading
Tuesday,16:37,Door04,ON,,,Reading
Tuesday,16:37,Motion21,ON,,,Reading
Tuesday,16:37,Motion21,ON,,,Reading
Tuesday,16:37,Motion21,ON,,,Reading
Tuesday,16:37,Motion20,ON,,,Reading
Tuesday,16:37,Motion20,ON,,,Reading
Tuesday,16:38,Motion20,ON,,,
Tuesday,16:38,Motion21,ON,,,
Tuesday,16:38,Motion21,ON,,,
Tuesday,16:38,Motion21,ON,,,
Tuesday,16:38,Door04,ON,,,
Tuesday,16:38,Door04,ON,,,
Tuesday,16:38,Door04,ON,,,
Tuesday,16:38,Door04,ON,,,
Tuesday,16:38,Motion18,ON,,,
Tuesday,16:38,Motion18,ON,,,
Tuesday,16:38,Motion18,ON,,,
Tuesday,16:38,Motion17,ON,,,
Tuesday,16:38,Motion17,ON,,,
Tuesday,16:38,Motion17,ON,,,
Tuesday,16:38,Motion11,ON,,,
Tuesday,16:38,Motion11,ON,,,
Tuesday,16:38,Motion12,ON,,,
Tuesday,16:38,Motion12,ON,,,
