Day,Time,sensor_type,sensor_state,device_type,device_state,activity
Thursday,12:09,Motion18,ON,,,
Thursday,12:09,Motion18,ON,,,
Thursday,12:09,Motion17,ON,,,
Thursday,12:09,Motion17,ON,,,
Thursday,12:09,Motion17,ON,,,
Thursday,12:09,Motion11,ON,,,
Thursday,12:09,Motion11,ON,,,
Thursday,12:09,Motion11,ON,,,
Thursday,12:09,Motion11,ON,,,
Thursday,12:09,Door03,ON,,,
Thursday,12:09,Door03,ON,,,
Thursday,12:09,Door03,ON,,,
Thursday,12:09,Motion15,ON,,,
Thursday,12:10,Motion15,ON,,,Cooking
Thursday,12:10,Motion15,ON,,,Cooking
Thursday,12:10,Motion15,ON,,,Cooking
Thursday,12:10,Motion15,ON,,,Cooking
Thursday,12:11,,,Fridge,ON,Cooking
Thursday,12:12,,,Fridge,OFF,Cooking
Thursday,12:13,Motion15,ON,,,Cooking
Thursday,12:13,Motion15,ON,,,Cooking
Thursday,12:13,Motion16,ON,,,Cooking
Thursday,12:13,Motion16,ON,,,Cooking
Thursday,12:13,Motion16,ON,,,Cooking
Thursday,12:14,,,Microwave,ON,Cooking
Thursday,12:21,,,Microwave,OFF,Cooking
Thursday,12:23,Motion16,ON,,,
Thursday,12:23,Motion16,ON,,,
Thursday,12:23,Motion16,ON,,,
Thursday,12:23,Motion15,ON,,,
Thursday,12:23,Motion15,ON,,,
Thursday,12:23,Motion15,ON,,,
Thursday,12:23,Door03,ON,,,
Thursday,12:23,Door03,ON,,,
Thursday,12:23,Door03,ON,,,
Thursday,12:24,Motion08,ON,,,Eating
Thursday,12:24,Motion08,ON,,,Eating
Thursday,12:24,Motion08,ON,,,Eating
Thursday,12:24,Motion05,ON,,,Eating
Thursday,12:24,Motion05,ON,,,Eating
Thursday,12:25,Motion05,ON,,,
Thursday,12:26,Motion05,ON,,,Eating
Thursday,12:47,Motion05,ON,,,Eating
Thursday,12:48,Motion05,ON,,,
Thursday,12:49,Motion05,ON,,,Washing Dishes
Thursday,12:50,Motion05,ON,,,
Thursday,12:51,Motion05,ON,,,Washing Dishes
Thursday,13:02,Motion05,ON,,,Washing Dishes
Thursday,13:03,Motion05,ON,,,
Thursday,13:03,Motion05,ON,,,
Thursday,13:03,Motion08,ON,,,
Thursday,13:03,Motion08,ON,,,
Thursday,13:03,Motion08,ON,,,
Thursday,13:03,Door03,ON,,,
Thursday,13:03,Door03,ON,,,
Thursday,13:03,Door03,ON,,,
Thursday,13:03,Motion15,ON,,,
Thursday,13:04,Motion15,ON,,,Washing Dishes
Thursday,13:04,Motion15,ON,,,Washing Dishes
Thursday,13:04,Motion15,ON,,,Washing Dishes
Thursday,13:04,Motion16,ON,,,Washing Dishes
Thursday,13:04,Motion16,ON,,,Washing Dishes
Thursday,13:04,Motion16,ON,,,Washing Dishes
Thursday,13:05,,,DishWasher,ON,Washing Dishes
Thursday,13:06,Motion16,ON,,,
Thursday,13:06,Motion16,ON,,,
Thursday,13:06,Motion16,ON,,,
Thursday,13:06,Motion15,ON,,,
Thursday,13:06,Motion15,ON,,,
Thursday,13:06,Motion15,ON,,,
Thursday,13:06,Door03,ON,,,
Thursday,13:06,Door03,ON,,,
Thursday,13:06,Door03,ON,,,
Thursday,13:06,Motion11,ON,,,
Thursday,13:06,Motion11,ON,,,
Thursday,13:06,Motion11,ON,,,
Thursday,13:06,Motion11,ON,,,
Thursday,13:06,Motion17,ON,,,
Thursday,13:06,Motion17,ON,,,
Thursday,13:06,Motion17,ON,,,
Thursday,13:06,Motion18,ON,,,
Thursday,13:06,Motion18,ON,,,
Thursday,13:06,Motion18,ON,,,
Thursday,13:06,Door04,ON,,,
Thursday,13:06,Door04,ON,,,
Thursday,13:06,Door04,ON,,,
Thursday,13:06,Door04,ON,,,
Thursday,13:07,,,StudyLight,ON,Reading
Thursday,13:08,Door04,ON,,,Reading
Thursday,13:08,Door04,ON,,,Reading
Thursday,13:08,Motion21,ON,,,Reading
Thursday,13:08,Motion21,ON,,,Reading
Thursday,13:08,Motion21,ON,,,Reading
Thursday,13:08,Motion20,ON,,,Reading
Thursday,13:08,Motion20,ON,,,Reading
Thursday,13:09,Motion20,ON,,,
Thursday,13:10,Motion20,ON,,,Reading
Thursday,13:21,Motion20,ON,,,Reading
Thursday,13:22,,,StudyLight,OFF,Reading
Thursday,13:23,Motion20,ON,,,
Thursday,13:23,Motion21,ON,,,
Thursday,13:23,Motion21,ON,,,
Thursday,13:23,Motion21,ON,,,
Thursday,13:23,Door04,ON,,,
Thursday,13:23,Door04,ON,,,
Thursday,13:23,Door04,ON,,,
Thursday,13:23,Door04,ON,,,
Thursday,13:23,Motion18,ON,,,
Thursday,13:23,Motion18,ON,,,
Thursday,13:23,Motion18,ON,,,
Thursday,13:23,Motion17,ON,,,
Thursday,13:23,Motion17,ON,,,
Thursday,13:23,Motion17,ON,,,
Thursday,13:23,Motion11,ON,,,
Thursday,13:23,Motion11,ON,,,
Thursday,13:23,Motion11,ON,,,
Thursday,13:23,Motion11,ON,,,
Thursday,13:23,Door03,ON,,,
Thursday,13:23,Door03,ON,,,
Thursday,13:23,Door03,ON,,,
Thursday,13:23,Motion15,ON,,,
Thursday,13:24,Motion15,ON,,,Washing Dishes
Thursday,13:24,Motion15,ON,,,Washing Dishes
Thursday,13:24,Motion15,ON,,,Washing Dishes
Thursday,13:24,Motion16,ON,,,Washing Dishes
Thursday,13:24,Motion16,ON,,,Washing Dishes
Thursday,13:24,Motion16,ON,,,Washing Dishes
Thursday,13:26,,,DishWasher,OFF,Washing Dishes
Thursday,13:36,Motion16,ON,,,
Thursday,13:36,Motion16,ON,,,
Thursday,13:36,Motion16,ON,,,
Thursday,13:36,Motion15,ON,,,
Thursday,13:36,Motion15,ON,,,
Thursday,13:36,Motion15,ON,,,
Thursday,13:36,Door03,ON,,,
Thursday,13:36,Door03,ON,,,
Thursday,13:36,Door03,ON,,,
Thursday,13:36,Motion11,ON,,,
Thursday,13:36,Motion11,ON,,,
Thursday,13:36,Motion11,ON,,,
Thursday,13:36,Motion11,ON,,,
Thursday,13:36,Motion17,ON,,,
Thursday,13:36,Motion17,ON,,,
Thursday,13:36,Motion17,ON,,,
Thursday,13:36,Motion18,ON,,,
Thursday,13:36,Motion18,ON,,,
Thursday,13:36,Motion18,ON,,,
Thursday,13:36,Door04,ON,,,
Thursday,13:36,Door04,ON,,,
Thursday,13:36,Door04,ON,,,
Thursday,13:36,Door04,ON,,,
Thursday,13:37,,,StudyLight,ON,Working
Thursday,13:38,Door04,ON,,,Working
Thursday,13:38,Door04,ON,,,Working
Thursday,13:38,Motion21,ON,,,Working
Thursday,13:38,Motion21,ON,,,Working
Thursday,13:38,Motion21,ON,,,Working
Thursday,13:38,Motion20,ON,,,Working
Thursday,13:38,Motion20,ON,,,Working
Thursday,13:39,,,Computer,ON,Working
Thursday,16:27,Motion20,ON,,,
Thursday,16:27,Motion21,ON,,,
Thursday,16:27,Motion21,ON,,,
Thursday,16:27,Motion21,ON,,,
Thursday,16:27,Door04,ON,,,
Thursday,16:27,Door04,ON,,,
Thursday,16:27,Door04,ON,,,
Thursday,16:27,Door04,ON,,,
Thursday,16:27,Motion18,ON,,,
Thursday,16:27,Motion18,ON,,,
Thursday,16:27,Motion18,ON,,,
Thursday,16:27,Motion17,ON,,,
Thursday,16:27,Motion17,ON,,,
Thursday,16:27,Motion17,ON,,,
Thursday,16:27,Motion11,ON,,,
Thursday,16:27,Motion11,ON,,,
Thursday,16:27,Motion12,ON,,,
Thursday,16:27,Motion12,ON,,,
Thursday,16:27,Motion12,ON,,,
Thursday,16:27,Motion13,ON,,,
Thursday,16:27,Motion13,ON,,,
Thursday,16:27,Door02,ON,,,
Thursday,16:27,Motion13,ON,,,
Thursday,16:27,Door02,ON,,,
Thursday,16:27,Door02,ON,,,
Thursday,16:27,Motion19,ON,,,
Thursday,16:28,,,ToiletLight,ON,Toilet
Thursday,16:29,Door02,ON,,,Toilet
Thursday,16:29,Motion19,ON,,,Toilet
Thursday,16:29,Door02,ON,,,Toilet
Thursday,16:29,Motion19,ON,,,Toilet
Thursday,16:30,,,ToiletBowl,ON,Toilet
Thursday,16:44,,,ToiletBowl,OFF,Toilet
Thursday,16:45,Motion19,ON,,,Toilet
Thursday,16:45,Motion19,ON,,,Toilet
Thursday,16:45,Motion19,ON,,,Toilet
Thursday,16:46,,,WaterTap,ON,Toilet
Thursday,16:47,,,WaterTap,OFF,Toilet
Thursday,16:48,,,ToiletLight,OFF,Toilet
Thursday,16:49,Motion19,ON,,,
Thursday,16:49,Motion19,ON,,,
Thursday,16:49,Motion19,ON,,,
Thursday,16:49,Door02,ON,,,
Thursday,16:49,Motion19,ON,,,
Thursday,16:49,Door02,ON,,,
Thursday,16:49,Door02,ON,,,
Thursday,16:49,Motion13,ON,,,
Thursday,16:49,Motion13,ON,,,
Thursday,16:49,Motion13,ON,,,
Thursday,16:49,Motion12,ON,,,
Thursday,16:49,Motion12,ON,,,
Thursday,16:49,Motion12,ON,,,
Thursday,16:49,Motion11,ON,,,
Thursday,16:49,Motion11,ON,,,
Thursday,16:49,Motion17,ON,,,
Thursday,16:49,Motion17,ON,,,
Thursday,16:49,Motion17,ON,,,
Thursday,16:49,Motion18,ON,,,
Thursday,16:49,Motion18,ON,,,
Thursday,16:49,Motion18,ON,,,
Thursday,16:49,Door04,ON,,,
Thursday,16:49,Door04,ON,,,
Thursday,16:49,Door04,ON,,,
Thursday,16:49,Door04,ON,,,
Thursday,16:50,Door04,ON,,,Working
Thursday,16:50,Door04,ON,,,Working
Thursday,16:50,Motion21,ON,,,Working
Thursday,16:50,Motion21,ON,,,Working
Thursday,16:50,Motion21,ON,,,Working
Thursday,16:50,Motion20,ON,,,Working
Thursday,16:50,Motion20,ON,,,Working
Thursday,17:04,Motion20,ON,,,Working
Thursday,17:05,,,Computer,OFF,Working
Thursday,17:06,,,StudyLight,OFF,Working
Thursday,17:07,Motion20,ON,,,
Thursday,17:08,,,StudyLight,ON,Reading
Thursday,17:09,Motion20,ON,,,Reading
Thursday,17:10,Motion20,ON,,,
Thursday,17:11,Motion20,ON,,,Reading
Thursday,18:42,Motion20,ON,,,Reading
Thursday,18:43,,,StudyLight,OFF,Reading
Thursday,18:44,Motion20,ON,,,
Thursday,18:44,Motion21,ON,,,
Thursday,18:44,Motion21,ON,,,
Thursday,18:44,Motion21,ON,,,
Thursday,18:44,Door04,ON,,,
Thursday,18:44,Door04,ON,,,
Thursday,18:44,Door04,ON,,,
Thursday,18:44,Door04,ON,,,
Thursday,18:44,Motion18,ON,,,
Thursday,18:44,Motion18,ON,,,
Thursday,18:44,Motion18,ON,,,
Thursday,18:44,Motion17,ON,,,
Thursday,18:44,Motion17,ON,,,
Thursday,18:44,Motion17,ON,,,
Thursday,18:44,Motion11,ON,,,
Thursday,18:44,Motion11,ON,,,
Thursday,18:44,Motion11,ON,,,
Thursday,18:44,Motion11,ON,,,
Thursday,18:44,Door03,ON,,,
Thursday,18:44,Door03,ON,,,
Thursday,18:44,Door03,ON,,,
Thursday,18:44,Motion15,ON,,,
Thursday,18:45,Motion15,ON,,,Cooking
Thursday,18:45,Motion15,ON,,,Cooking
Thursday,18:45,Motion15,ON,,,Cooking
Thursday,18:45,Motion15,ON,,,Cooking
Thursday,18:46,,,Fridge,ON,Cooking
Thursday,18:47,,,Fridge,OFF,Cooking
Thursday,18:48,Motion15,ON,,,Cooking
Thursday,18:48,Motion15,ON,,,Cooking
Thursday,18:48,Motion16,ON,,,Cooking
Thursday,18:48,Motion16,ON,,,Cooking
Thursday,18:48,Motion16,ON,,,Cooking
Thursday,18:49,,,Microwave,ON,Cooking
Thursday,18:58,,,Microwave,OFF,Cooking
Thursday,19:00,Motion16,ON,,,
Thursday,19:00,Motion16,ON,,,
Thursday,19:00,Motion16,ON,,,
Thursday,19:00,Motion15,ON,,,
Thursday,19:00,Motion15,ON,,,
Thursday,19:00,Motion15,ON,,,
Thursday,19:00,Door03,ON,,,
Thursday,19:00,Door03,ON,,,
Thursday,19:00,Door03,ON,,,
Thursday,19:01,Motion08,ON,,,Eating
Thursday,19:01,Motion08,ON,,,Eating
Thursday,19:01,Motion08,ON,,,Eating
Thursday,19:01,Motion05,ON,,,Eating
Thursday,19:01,Motion05,ON,,,Eating
Thursday,19:02,Motion05,ON,,,
Thursday,19:03,Motion05,ON,,,Eating
Thursday,19:24,Motion05,ON,,,Eating
Thursday,19:25,Motion05,ON,,,
Thursday,19:26,Motion05,ON,,,Washing Dishes
Thursday,19:27,Motion05,ON,,,
Thursday,19:28,Motion05,ON,,,Washing Dishes
Thursday,19:32,Motion05,ON,,,Washing Dishes
Thursday,19:33,Motion05,ON,,,
Thursday,19:33,Motion05,ON,,,
Thursday,19:33,Motion08,ON,,,
Thursday,19:33,Motion08,ON,,,
Thursday,19:33,Motion08,ON,,,
Thursday,19:33,Door03,ON,,,
Thursday,19:33,Door03,ON,,,
Thursday,19:33,Door03,ON,,,
Thursday,19:33,Motion15,ON,,,
Thursday,19:34,Motion15,ON,,,Washing Dishes
Thursday,19:34,Motion15,ON,,,Washing Dishes
Thursday,19:34,Motion15,ON,,,Washing Dishes
Thursday,19:34,Motion16,ON,,,Washing Dishes
Thursday,19:34,Motion16,ON,,,Washing Dishes
Thursday,19:34,Motion16,ON,,,Washing Dishes
Thursday,19:35,,,DishWasher,ON,Washing Dishes
Thursday,19:36,Motion16,ON,,,
Thursday,19:36,Motion16,ON,,,
Thursday,19:36,Motion16,ON,,,
Thursday,19:36,Motion15,ON,,,
Thursday,19:36,Motion15,ON,,,
Thursday,19:36,Motion15,ON,,,
Thursday,19:36,Door03,ON,,,
Thursday,19:36,Door03,ON,,,
Thursday,19:36,Door03,ON,,,
Thursday,19:36,Motion11,ON,,,
Thursday,19:36,Motion11,ON,,,
Thursday,19:36,Motion11,ON,,,
Thursday,19:36,Motion11,ON,,,
Thursday,19:36,Motion17,ON,,,
Thursday,19:36,Motion17,ON,,,
Thursday,19:36,Motion17,ON,,,
Thursday,19:36,Motion18,ON,,,
Thursday,19:36,Motion18,ON,,,
Thursday,19:36,Motion18,ON,,,
Thursday,19:36,Door04,ON,,,
Thursday,19:36,Door04,ON,,,
Thursday,19:36,Door04,ON,,,
Thursday,19:36,Door04,ON,,,
Thursday,19:37,,,StudyLight,ON,Reading
Thursday,19:38,Door04,ON,,,Reading
Thursday,19:38,Door04,ON,,,Reading
Thursday,19:38,Motion21,ON,,,Reading
Thursday,19:38,Motion21,ON,,,Reading
Thursday,19:38,Motion21,ON,,,Reading
Thursday,19:38,Motion20,ON,,,Reading
Thursday,19:38,Motion20,ON,,,Reading
Thursday,19:39,Motion20,ON,,,
Thursday,19:40,Motion20,ON,,,Reading
Thursday,19:51,Motion20,ON,,,Reading
Thursday,19:52,,,StudyLight,OFF,Reading
Thursday,19:53,Motion20,ON,,,
Thursday,19:53,Motion21,ON,,,
Thursday,19:53,Motion21,ON,,,
Thursday,19:53,Motion21,ON,,,
Thursday,19:53,Door04,ON,,,
Thursday,19:53,Door04,ON,,,
Thursday,19:53,Door04,ON,,,
Thursday,19:53,Door04,ON,,,
Thursday,19:53,Motion18,ON,,,
Thursday,19:53,Motion18,ON,,,
Thursday,19:53,Motion18,ON,,,
Thursday,19:53,Motion17,ON,,,
Thursday,19:53,Motion17,ON,,,
Thursday,19:53,Motion17,ON,,,
Thursday,19:53,Motion11,ON,,,
Thursday,19:53,Motion11,ON,,,
Thursday,19:53,Motion11,ON,,,
Thursday,19:53,Motion11,ON,,,
Thursday,19:53,Door03,ON,,,
Thursday,19:53,Door03,ON,,,
Thursday,19:53,Door03,ON,,,
Thursday,19:53,Motion15,ON,,,
Thursday,19:54,Motion15,ON,,,Washing Dishes
Thursday,19:54,Motion15,ON,,,Washing Dishes
Thursday,19:54,Motion15,ON,,,Washing Dishes
Thursday,19:54,Motion16,ON,,,Washing Dishes
Thursday,19:54,Motion16,ON,,,Washing Dishes
Thursday,19:54,Motion16,ON,,,Washing Dishes
Thursday,19:56,,,DishWasher,OFF,Washing Dishes
Thursday,20:08,Motion16,ON,,,
Thursday,20:08,Motion16,ON,,,
Thursday,20:08,Motion16,ON,,,
Thursday,20:08,Motion15,ON,,,
Thursday,20:08,Motion15,ON,,,
Thursday,20:08,Motion15,ON,,,
Thursday,20:08,Door03,ON,,,
Thursday,20:08,Door03,ON,,,
Thursday,20:08,Door03,ON,,,
Thursday,20:09,,,LivingRoomLight,ON,Watching TV
Thursday,20:10,Motion08,ON,,,Watching TV
Thursday,20:10,Motion08,ON,,,Watching TV
Thursday,20:10,Motion08,ON,,,Watching TV
Thursday,20:10,Motion05,ON,,,Watching TV
Thursday,20:10,Motion05,ON,,,Watching TV
Thursday,20:10,Motion05,ON,,,Watching TV
Thursday,20:10,Motion06,ON,,,Watching TV
Thursday,20:10,Motion06,ON,,,Watching TV
Thursday,20:10,Motion06,ON,,,Watching TV
Thursday,20:10,Motion07,ON,,,Watching TV
Thursday,20:11,,,Television,ON,Watching TV
Thursday,20:12,Motion07,ON,,,
Thursday,20:13,Motion07,ON,,,Watching TV
Thursday,22:44,Motion07,ON,,,Watching TV
Thursday,22:45,,,Television,OFF,Watching TV
Thursday,22:46,,,LivingRoomLight,OFF,Watching TV
Thursday,22:47,Motion07,ON,,,
Thursday,22:47,Motion07,ON,,,
Thursday,22:47,Motion07,ON,,,
Thursday,22:47,Motion07,ON,,,
Thursday,22:47,Motion10,ON,,,
Thursday,22:47,Motion10,ON,,,
Thursday,22:47,Motion10,ON,,,
Thursday,22:47,Motion12,ON,,,
Thursday,22:47,Motion12,ON,,,
Thursday,22:47,Motion13,ON,,,
Thursday,22:47,Motion13,ON,,,
Thursday,22:47,Door02,ON,,,
Thursday,22:47,Motion13,ON,,,
Thursday,22:47,Door02,ON,,,
Thursday,22:47,Door02,ON,,,
Thursday,22:47,Motion19,ON,,,
Thursday,22:48,,,ToiletLight,ON,Bathing
Thursday,22:49,Door02,ON,,,Bathing
Thursday,22:49,Motion19,ON,,,Bathing
Thursday,22:49,Door02,ON,,,Bathing
Thursday,22:49,Motion19,ON,,,Bathing
Thursday,22:50,,,ShowerHead,ON,Bathing
Thursday,22:59,,,ShowerHead,OFF,Bathing
