Day,Time,sensor_type,sensor_state,device_type,device_state,activity
Tuesday,17:17,Motion19,ON,,,
Tuesday,17:17,Door02,ON,,,
Tuesday,17:17,Motion19,ON,,,
Tuesday,17:17,Door02,ON,,,
Tuesday,17:17,Door02,ON,,,
Tuesday,17:17,Motion13,ON,,,
Tuesday,17:17,Motion13,ON,,,
Tuesday,17:17,Motion13,ON,,,
Tuesday,17:17,Motion12,ON,,,
Tuesday,17:17,Motion12,ON,,,
Tuesday,17:17,Motion12,ON,,,
Tuesday,17:17,Motion12,ON,,,
Tuesday,17:17,Motion11,ON,,,
Tuesday,17:17,Motion11,ON,,,
Tuesday,17:17,Motion11,ON,,,
Tuesday,17:17,Door03,ON,,,
Tuesday,17:17,Door03,ON,,,
Tuesday,17:17,Door03,ON,,,
Tuesday,17:17,Motion15,ON,,,
Tuesday,17:18,Motion15,ON,,,Washing Dishes
Tuesday,17:18,Motion15,ON,,,Washing Dishes
Tuesday,17:18,Motion15,ON,,,Washing Dishes
Tuesday,17:18,Motion16,ON,,,Washing Dishes
Tuesday,17:18,Motion16,ON,,,Washing Dishes
Tuesday,17:18,Motion16,ON,,,Washing Dishes
Tuesday,17:25,,,DishWasher,OFF,Washing Dishes
Tuesday,17:34,Motion16,ON,,,
Tuesday,17:34,Motion16,ON,,,
Tuesday,17:34,Motion16,ON,,,
Tuesday,17:34,Motion15,ON,,,
Tuesday,17:34,Motion15,ON,,,
Tuesday,17:34,Motion15,ON,,,
Tuesday,17:34,Door03,ON,,,
Tuesday,17:34,Door03,ON,,,
Tuesday,17:34,Door03,ON,,,
Tuesday,17:35,,,LivingRoomLight,ON,Watching TV
Tuesday,17:36,Motion08,ON,,,Watching TV
Tuesday,17:36,Motion08,ON,,,Watching TV
Tuesday,17:36,Motion08,ON,,,Watching TV
Tuesday,17:36,Motion05,ON,,,Watching TV
Tuesday,17:36,Motion05,ON,,,Watching TV
Tuesday,17:36,Motion05,ON,,,Watching TV
Tuesday,17:36,Motion06,ON,,,Watching TV
Tuesday,17:36,Motion06,ON,,,Watching TV
Tuesday,17:36,Motion06,ON,,,Watching TV
Tuesday,17:36,Motion07,ON,,,Watching TV
Tuesday,17:37,,,Television,ON,Watching TV
Tuesday,17:38,Motion07,ON,,,
Tuesday,17:39,Motion07,ON,,,Watching TV
Tuesday,18:20,Motion07,ON,,,Watching TV
Tuesday,18:21,,,Television,OFF,Watching TV
Tuesday,18:22,,,LivingRoomLight,OFF,Watching TV
Tuesday,18:23,Motion07,ON,,,
Tuesday,18:23,Motion07,ON,,,
Tuesday,18:23,Motion10,ON,,,
Tuesday,18:23,Motion10,ON,,,
Tuesday,18:23,Motion10,ON,,,
Tuesday,18:23,Motion12,ON,,,
Tuesday,18:23,Motion12,ON,,,
Tuesday,18:23,Motion12,ON,,,
Tuesday,18:23,Motion11,ON,,,
Tuesday,18:23,Motion11,ON,,,
Tuesday,18:23,Motion17,ON,,,
Tuesday,18:23,Motion17,ON,,,
Tuesday,18:23,Motion17,ON,,,
Tuesday,18:23,Motion18,ON,,,
Tuesday,18:23,Motion18,ON,,,
Tuesday,18:23,Motion18,ON,,,
Tuesday,18:23,Door04,ON,,,
Tuesday,18:23,Door04,ON,,,
Tuesday,18:23,Door04,ON,,,
Tuesday,18:23,Door04,ON,,,
Tuesday,18:24,,,StudyLight,ON,Reading
Tuesday,18:25,Door04,ON,,,Reading
Tuesday,18:25,Door04,ON,,,Reading
Tuesday,18:25,Motion21,ON,,,Reading
Tuesday,18:25,Motion21,ON,,,Reading
Tuesday,18:25,Motion21,ON,,,Reading
Tuesday,18:25,Motion20,ON,,,Reading
Tuesday,18:25,Motion20,ON,,,Reading
Tuesday,18:28,Motion20,ON,,,
Tuesday,18:28,Motion21,ON,,,
Tuesday,18:28,Motion21,ON,,,
Tuesday,18:28,Motion21,ON,,,
Tuesday,18:28,Door04,ON,,,
Tuesday,18:28,Door04,ON,,,
Tuesday,18:28,Door04,ON,,,
Tuesday,18:28,Door04,ON,,,
Tuesday,18:28,Motion18,ON,,,
Tuesday,18:28,Motion18,ON,,,
Tuesday,18:28,Motion18,ON,,,
Tuesday,18:28,Motion17,ON,,,
Tuesday,18:28,Motion17,ON,,,
Tuesday,18:28,Motion17,ON,,,
Tuesday,18:28,Motion11,ON,,,
Tuesday,18:28,Motion11,ON,,,
Tuesday,18:28,Motion12,ON,,,
Tuesday,18:28,Motion12,ON,,,
Tuesday,18:28,Motion12,ON,,,
Tuesday,18:28,Motion13,ON,,,
Tuesday,18:28,Motion13,ON,,,
Tuesday,18:28,Door02,ON,,,
Tuesday,18:28,Motion13,ON,,,
Tuesday,18:28,Door02,ON,,,
Tuesday,18:28,Door02,ON,,,
Tuesday,18:28,Motion19,ON,,,
Tuesday,18:29,,,ToiletLight,ON,Toilet
Tuesday,18:30,Door02,ON,,,Toilet
Tuesday,18:30,Motion19,ON,,,Toilet
Tuesday,18:30,Door02,ON,,,Toilet
Tuesday,18:30,Motion19,ON,,,Toilet
Tuesday,18:31,,,ToiletBowl,ON,Toilet
Tuesday,18:44,,,ToiletBowl,OFF,Toilet
Tuesday,18:45,Motion19,ON,,,Toilet
Tuesday,18:45,Motion19,ON,,,Toilet
Tuesday,18:45,Motion19,ON,,,Toilet
Tuesday,18:46,,,WaterTap,ON,Toilet
Tuesday,18:47,,,WaterTap,OFF,Toilet
Tuesday,18:48,,,ToiletLight,OFF,Toilet
Tuesday,18:49,Motion19,ON,,,
Tuesday,18:49,Motion19,ON,,,
Tuesday,18:49,Motion19,ON,,,
Tuesday,18:49,Door02,ON,,,
Tuesday,18:49,Motion19,ON,,,
Tuesday,18:49,Door02,ON,,,
Tuesday,18:49,Door02,ON,,,
Tuesday,18:49,Motion13,ON,,,
Tuesday,18:49,Motion13,ON,,,
Tuesday,18:49,Motion13,ON,,,
Tuesday,18:49,Motion12,ON,,,
Tuesday,18:49,Motion12,ON,,,
Tuesday,18:49,Motion12,ON,,,
Tuesday,18:49,Motion11,ON,,,
Tuesday,18:49,Motion11,ON,,,
Tuesday,18:49,Motion17,ON,,,
Tuesday,18:49,Motion17,ON,,,
Tuesday,18:49,Motion17,ON,,,
Tuesday,18:49,Motion18,ON,,,
Tuesday,18:49,Motion18,ON,,,
Tuesday,18:49,Motion18,ON,,,
Tuesday,18:49,Door04,ON,,,
Tuesday,18:49,Door04,ON,,,
Tuesday,18:49,Door04,ON,,,
Tuesday,18:49,Door04,ON,,,
Tuesday,18:50,Door04,ON,,,Reading
Tuesday,18:50,Door04,ON,,,Reading
Tuesday,18:50,Motion21,ON,,,Reading
Tuesday,18:50,Motion21,ON,,,Reading
Tuesday,18:50,Motion21,ON,,,Reading
Tuesday,18:50,Motion20,ON,,,Reading
Tuesday,18:50,Motion20,ON,,,Reading
Tuesday,19:54,Motion20,ON,,,Reading
Tuesday,19:55,,,StudyLight,OFF,Reading
Tuesday,19:56,Motion20,ON,,,
Tuesday,19:56,Motion21,ON,,,
Tuesday,19:56,Motion21,ON,,,
Tuesday,19:56,Motion21,ON,,,
Tuesday,19:56,Door04,ON,,,
Tuesday,19:56,Door04,ON,,,
Tuesday,19:56,Door04,ON,,,
Tuesday,19:56,Door04,ON,,,
Tuesday,19:56,Motion18,ON,,,
Tuesday,19:56,Motion18,ON,,,
Tuesday,19:56,Motion18,ON,,,
Tuesday,19:56,Motion17,ON,,,
Tuesday,19:56,Motion17,ON,,,
Tuesday,19:56,Motion17,ON,,,
Tuesday,19:56,Motion11,ON,,,
Tuesday,19:56,Motion11,ON,,,
Tuesday,19:56,Motion11,ON,,,
Tuesday,19:56,Motion11,ON,,,
Tuesday,19:56,Door03,ON,,,
Tuesday,19:56,Door03,ON,,,
Tuesday,19:56,Door03,ON,,,
Tuesday,19:56,Motion15,ON,,,
Tuesday,19:57,Motion15,ON,,,Cooking
Tuesday,19:57,Motion15,ON,,,Cooking
Tuesday,19:57,Motion15,ON,,,Cooking
Tuesday,19:57,Motion15,ON,,,Cooking
Tuesday,19:58,,,Fridge,ON,Cooking
Tuesday,19:59,,,Fridge,OFF,Cooking
Tuesday,20:00,Motion15,ON,,,Cooking
Tuesday,20:00,Motion15,ON,,,Cooking
Tuesday,20:00,Motion16,ON,,,Cooking
Tuesday,20:00,Motion16,ON,,,Cooking
Tuesday,20:00,Motion16,ON,,,Cooking
Tuesday,20:01,,,Microwave,ON,Cooking
Tuesday,20:13,,,Microwave,OFF,Cooking
Tuesday,20:15,Motion16,ON,,,
Tuesday,20:15,Motion16,ON,,,
Tuesday,20:15,Motion16,ON,,,
Tuesday,20:15,Motion15,ON,,,
Tuesday,20:15,Motion15,ON,,,
Tuesday,20:15,Motion15,ON,,,
Tuesday,20:15,Door03,ON,,,
Tuesday,20:15,Door03,ON,,,
Tuesday,20:15,Door03,ON,,,
Tuesday,20:16,Motion08,ON,,,Eating
Tuesday,20:16,Motion08,ON,,,Eating
Tuesday,20:16,Motion08,ON,,,Eating
Tuesday,20:16,Motion05,ON,,,Eating
Tuesday,20:16,Motion05,ON,,,Eating
Tuesday,20:17,Motion05,ON,,,
Tuesday,20:18,Motion05,ON,,,Eating
Tuesday,20:59,Motion05,ON,,,Eating
Tuesday,21:00,Motion05,ON,,,
Tuesday,21:01,Motion05,ON,,,Washing Dishes
Tuesday,21:02,Motion05,ON,,,
Tuesday,21:03,Motion05,ON,,,Washing Dishes
Tuesday,21:11,Motion05,ON,,,Washing Dishes
Tuesday,21:12,Motion05,ON,,,
Tuesday,21:12,Motion05,ON,,,
Tuesday,21:12,Motion08,ON,,,
Tuesday,21:12,Motion08,ON,,,
Tuesday,21:12,Motion08,ON,,,
Tuesday,21:12,Door03,ON,,,
Tuesday,21:12,Door03,ON,,,
Tuesday,21:12,Door03,ON,,,
Tuesday,21:12,Motion15,ON,,,
Tuesday,21:13,Motion15,ON,,,Washing Dishes
Tuesday,21:13,Motion15,ON,,,Washing Dishes
Tuesday,21:13,Motion15,ON,,,Washing Dishes
Tuesday,21:13,Motion16,ON,,,Washing Dishes
Tuesday,21:13,Motion16,ON,,,Washing Dishes
Tuesday,21:13,Motion16,ON,,,Washing Dishes
Tuesday,21:14,,,DishWasher,ON,Washing Dishes
Tuesday,21:26,Motion16,ON,,,
Tuesday,21:26,Motion16,ON,,,
Tuesday,21:26,Motion16,ON,,,
Tuesday,21:26,Motion15,ON,,,
Tuesday,21:26,Motion15,ON,,,
Tuesday,21:26,Motion15,ON,,,
Tuesday,21:26,Door03,ON,,,
Tuesday,21:26,Door03,ON,,,
Tuesday,21:26,Door03,ON,,,
Tuesday,21:26,Motion11,ON,,,
Tuesday,21:26,Motion11,ON,,,
Tuesday,21:26,Motion11,ON,,,
Tuesday,21:26,Motion12,ON,,,
Tuesday,21:26,Motion12,ON,,,
Tuesday,21:26,Motion12,ON,,,
Tuesday,21:26,Motion12,ON,,,
Tuesday,21:26,Motion13,ON,,,
Tuesday,21:26,Motion13,ON,,,
Tuesday,21:26,Door02,ON,,,
Tuesday,21:26,Motion13,ON,,,
Tuesday,21:26,Door02,ON,,,
